TCI,TCSC,exp,expmod,cm,cvbin,frqbin,abin,kurt,vfleak,M,A1,A2,A3,mav,psr,hilb,SamEn,x3,x4,x5,x1,x2,bCP,bWT,bW,Li,count1,count2,count3,VF
853.91,13.732999999999999,60,45,0.06976,0.19497,0.75,735,12.682,0.81034,3.1213,0.016669,0.15833,2.7436,0.20806999999999998,0.055625,0.05,0.06680499999999999,0.00026989,3,2.2594,0.41852,0.054069000000000006,0.818,0.052881,6.2866,55.931000000000004,20.25,72.5,7.5288,0
367.36,4.6667,0,165,0.17937999999999998,0.20694,3.25,708,17.027,0.78828,2.2845,0.022012999999999998,0.228,1.7442,0.15550999999999998,0.04125,0.040625,0.052962,0.00024579,3,2.6258,0.6583899999999999,0.018947,0.8759999999999999,0.074193,4.8218,36.05,14.0,47.25,3.0034,0
402.2,8.8,30,30,0.05979500000000001,0.14839000000000002,0.5,819,18.576,0.81117,3.7077,0.007250199999999999,0.1807,2.9481,0.15172,0.04125,0.045625,0.053626,0.00010053,2,1.7709,0.39435,0.054694000000000007,0.892,0.030261,6.4697,48.15,19.0,60.25,5.6531,0
493.31,10.267000000000001,60,45,0.05979500000000001,0.19821,0.5,728,12.965,0.84026,4.3069,0.0054086,0.16183,2.9274,0.17279,0.036875,0.05,0.039923,0.00021028,3,1.6488,0.36774,0.062946,0.86,0.03985,6.7749,20.249000000000002,14.0,71.0,5.0265,0
884.89,8.7333,60,45,0.089692,0.1945,1.5,736,11.796,0.8484700000000001,4.2201,0.009038899999999999,0.14725,3.0945,0.20277,0.048125,0.053125,0.061387,0.00018731,3,1.6488,0.36835999999999997,0.071474,0.84,0.056173,7.3242,29.34,16.75,55.5,4.3238,0
792.71,8.8,60,45,0.09965800000000001,0.14124,1.25,830,12.745999999999999,0.8685200000000001,3.8749,0.0078078999999999996,0.11623,3.1162,0.18604,0.03875,0.04375,0.041915,0.00018632,3,1.4045,0.31006,0.11707999999999999,0.882,0.033836,8.4229,46.051,15.75,72.25,5.7837,0
525.91,5.2,30,30,0.049829000000000005,0.02058,0.5,979,26.526999999999997,0.84929,5.4839,0.0054371,0.088007,2.8133,0.14983,0.03125,0.035,0.049116,9.6825e-05,2,1.4045,0.44985,0.10221000000000001,0.9359999999999999,0.025483000000000002,6.957999999999999,31.094,32.25,72.25,12.042,0
1211.4,9.0,60,45,0.06976,0.18362,0.75,758,13.748,0.84226,4.0179,0.012034999999999999,0.15743,2.9615,0.20074,0.045,0.051875,0.046712000000000004,0.00013963,3,1.7709,0.35386,0.07885199999999999,0.87,0.025849,7.2632,31.578000000000003,15.25,57.25,4.0326,0
494.46,8.8,30,45,0.079726,0.18414,1.25,757,13.731,0.79966,4.5698,0.0045411,0.16482,2.8273,0.17300000000000001,0.0425,0.049375,0.056198000000000005,0.00020704,2,1.6488,0.34765,0.07512,0.902,0.03009,7.2632,42.184,15.5,63.0,4.8764,0
760.13,7.7333,60,45,0.05979500000000001,0.031007,0.75,968,19.291,0.84191,1.8319,0.041121,0.23568000000000003,1.2371,0.15304,0.031875,0.039375,0.046769,8.026600000000001e-05,3,1.6488,0.48598,0.087005,0.8859999999999999,0.021103,6.5918,45.748999999999995,13.75,48.25,3.0398,0
481.83,7.8,60,60,0.079726,0.027243,0.75,972,16.482,0.84841,3.5646,0.013863,0.12841,3.0406,0.18275999999999998,0.0375,0.043125,0.075508,0.00014373,3,2.2594,0.324,0.10922,0.866,0.028807999999999997,7.9346,50.841,34.25,72.0,12.844000000000001,0
884.65,11.8,60,45,0.11959000000000002,0.15342999999999998,1.5,811,12.203,0.83104,3.7699,0.012675,0.1448,3.0528,0.2034,0.04625,0.05375,0.0811,0.00033696,3,2.0151,0.33660999999999996,0.10536,0.8440000000000001,0.052530999999999994,7.5684,23.958000000000002,31.25,73.25,11.799000000000001,0
607.91,11.467,90,45,0.11959000000000002,0.13790999999999998,1.5,835,11.231,0.84277,3.4833,0.0164,0.12717,2.9297,0.21941,0.04625,0.051875,0.065202,0.0001896,3,2.2594,0.34915999999999997,0.10452,0.884,0.039611,7.9346,34.369,28.5,69.5,10.29,0
486.18,23.333000000000002,0,60,0.06976,0.064303,0.75,931,9.0346,0.68979,1.7742,0.022934,0.34838,1.0463,0.27944,0.049375,0.049375,0.025925999999999998,6.2086e-05,3,2.6258,0.64956,0.0084783,0.7659999999999999,0.041179,2.8076,46.826,21.0,75.25,8.8282,0
391.76,10.533,30,75,0.049829000000000005,0.025349,0.5,974,21.255,0.81808,5.1656,0.0019807,0.12724000000000002,2.6843,0.20867,0.038125,0.046875,0.065598,0.00010528,4,1.5266,0.40014,0.079056,0.858,0.036683999999999994,7.5073,24.499000000000002,21.75,61.75,6.3803,0
914.35,10.2,60,45,0.11959000000000002,0.14711,1.5,821,13.571,0.8509,4.2735,0.0094331,0.14246,3.0555,0.19692,0.045625,0.0425,0.058037,0.00020891,3,1.7709,0.32714,0.11692000000000001,0.882,0.039238,8.2397,49.201,30.0,75.25,11.667,0
